rank,client_hash_id,content_hash_id,predicted_decline_prob,baseline_score,content_archetype,recommended_action,priority_tier,effort_hours_assumption,safety_guardrail,gsc_impressions_apr,gsc_clicks_apr,gsc_avg_position_apr,ga4_pageviews_apr,reason_codes
15520,client_fef1a8f436438636,content_13905b864df6dd15,0.3670391354430457,1.9666666666666666,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5033.0,74.0,5.923364602700412,166.0,LOW_CTR_HIGH_SEARCH_IMPR
15521,client_23a62021009f63c4,content_574dfbb3f5ebfde9,0.3670233792993761,2.6666666666666665,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,23238.0,23.0,20.102460635930772,72.0,LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15522,client_fef1a8f436438636,content_a69b2d76f8b9481f,0.36692959943858733,2.3666666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,8310.0,30.0,11.359252777383157,77.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15523,client_fef1a8f436438636,content_689472224cb2e57d,0.3668229642773359,1.5666666666666667,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2228.0,13.0,6.933335380235893,29.0,LOW_CTR_HIGH_SEARCH_IMPR
15524,client_f623b01661d4bfe4,content_24a12e5e6a9fa69a,0.3668165522365091,1.5666666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6169.0,54.0,8.057379187575103,54.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
15525,client_86ebc2f12c01f586,content_962089c12590615b,0.3667341514840945,1.6666666666666667,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6203.0,15.0,5.207821266045541,34.0,LOW_CTR_HIGH_SEARCH_IMPR
15526,client_23a62021009f63c4,content_40f7a52e79d1eef6,0.3667173594574977,2.8,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,11824.0,68.0,12.93304624698221,234.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15527,client_fef1a8f436438636,content_5afc766008f57dc4,0.36669629051136304,1.7333333333333334,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5276.0,10.0,6.214261013444053,36.0,LOW_CTR_HIGH_SEARCH_IMPR
15528,client_fef1a8f436438636,content_7c38857fbe7010af,0.3666800538107562,2.066666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,9011.0,13.0,12.375339246704915,38.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15529,client_73cda7b4e4f265ea,content_cae4d70adfc729d2,0.3666771683401768,1.8666666666666667,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,9006.0,16.0,6.191763802318753,75.0,LOW_CTR_HIGH_SEARCH_IMPR
15530,client_fef1a8f436438636,content_c00ca341a841f1f4,0.3666627909522227,1.8333333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2045.0,14.0,8.164505588232013,37.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
15531,client_fef1a8f436438636,content_9bc89e3b5bb861fd,0.36663544318042346,1.5,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2979.0,15.0,5.539068365577047,30.0,LOW_CTR_HIGH_SEARCH_IMPR
15532,client_23a62021009f63c4,content_8a5ef2b82138dde2,0.36651850341676867,2.6666666666666665,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4069.0,38.0,12.487423363424197,159.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15533,client_2094c6eb080311d5,content_2a054eb22b12c2ed,0.36644574459821433,1.5666666666666667,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,945.0,14.0,6.4574849364484335,47.0,LOW_CTR_HIGH_SEARCH_IMPR
15534,client_73cda7b4e4f265ea,content_ca155a1c87423f28,0.3664297566503034,1.7333333333333334,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3408.0,18.0,4.368099120544956,70.0,LOW_CTR_HIGH_SEARCH_IMPR
15535,client_fef1a8f436438636,content_c93210860413ff2f,0.3663982295815249,1.8,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6924.0,19.0,7.582790868656134,65.0,LOW_CTR_HIGH_SEARCH_IMPR
15536,client_23a62021009f63c4,content_b25ac174f3e46d1c,0.3663977462411222,1.9,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3565.0,63.0,6.445389031732935,185.0,ROUTINE_MONITORING
15537,client_fef1a8f436438636,content_9ec87b7bfdad06a7,0.3663548773409835,2.1,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,7966.0,27.0,10.093142328742067,76.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15538,client_23a62021009f63c4,content_9ea0fe9487673ee0,0.3663285130356478,2.466666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5884.0,12.0,15.932358303565477,55.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15539,client_a80fca3f171ed1de,content_44d344390934eef3,0.3662924521121469,1.5666666666666667,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5590.0,18.0,7.0865283040475235,37.0,LOW_CTR_HIGH_SEARCH_IMPR
15540,client_e547b89c05043229,content_f313077f8a33236c,0.3662048588639979,1.5666666666666667,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,10766.0,22.0,7.156531623408069,22.0,LOW_CTR_HIGH_SEARCH_IMPR
15541,client_23a62021009f63c4,content_44f34c0a90047651,0.3661960164530139,2.2333333333333334,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,50335.0,15.0,10.77005561283041,52.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15542,client_23a62021009f63c4,content_bfbf780981d5471c,0.366007946973673,1.7,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1282.0,13.0,7.022772230661479,46.0,LOW_CTR_HIGH_SEARCH_IMPR
15543,client_fef1a8f436438636,content_19f146d62afa2e6b,0.3659854962375828,1.4666666666666666,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4727.0,17.0,4.576220991473019,31.0,LOW_CTR_HIGH_SEARCH_IMPR
15544,client_73cda7b4e4f265ea,content_097e5d78b823fb45,0.3659785996049033,1.8,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,15885.0,20.0,4.499108635081639,81.0,LOW_CTR_HIGH_SEARCH_IMPR
15545,client_fef1a8f436438636,content_3c8bb8f4177f0d06,0.3659361774572093,2.3333333333333335,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,9442.0,11.0,15.497402801417028,47.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15546,client_23a62021009f63c4,content_ab30b8449ac99ea1,0.3659059736585801,2.5,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3393.0,12.0,17.37768677165317,52.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15547,client_23a62021009f63c4,content_937ae8c89d7baac5,0.3658925195896054,2.3666666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6426.0,17.0,16.19460374308286,60.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15548,client_23a62021009f63c4,content_5ade1d9df947cf38,0.3658572560603179,2.533333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,7591.0,40.0,11.461391432111009,123.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15549,client_23a62021009f63c4,content_694d2ca802160ca1,0.3658552259363183,1.8666666666666667,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2637.0,32.0,6.816272501106251,85.0,LOW_CTR_HIGH_SEARCH_IMPR
15550,client_65de48885f4ef01b,content_62673eea26c31c17,0.3657660380571868,1.9666666666666666,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,59710.0,65.0,7.145925450510248,182.0,LOW_CTR_HIGH_SEARCH_IMPR
15551,client_2094c6eb080311d5,content_9716bad98f59701f,0.365741782426661,1.6333333333333333,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1898.0,18.0,7.871554910830688,56.0,LOW_CTR_HIGH_SEARCH_IMPR
15552,client_23a62021009f63c4,content_ce706b27ae37d3e3,0.365727876540161,2.3666666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3100.0,41.0,11.132024112433294,117.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15553,client_e547b89c05043229,content_a5ae5142c9024134,0.3656532807209087,1.4,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3570.0,16.0,4.503888098895294,17.0,LOW_CTR_HIGH_SEARCH_IMPR
15554,client_fef1a8f436438636,content_74599e955ebaf80c,0.36563780198869933,1.8333333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,16207.0,24.0,8.35941470521149,53.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
15555,client_23a62021009f63c4,content_b3dc34f1d75cd332,0.36562748934514694,2.566666666666667,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,11881.0,16.0,24.169261282284825,112.0,LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15556,client_fef1a8f436438636,content_f9a966e2dd13bb99,0.3656138802318075,2.6666666666666665,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,27252.0,39.0,11.122163962258835,135.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15557,client_fef1a8f436438636,content_367a54721ccae968,0.3655763557196279,1.9,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5255.0,29.0,7.657905561882137,87.0,LOW_CTR_HIGH_SEARCH_IMPR
15558,client_23a62021009f63c4,content_11e9bec887e79d8a,0.3655762864058272,2.533333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4629.0,64.0,12.303951488036883,168.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15559,client_23a62021009f63c4,content_4b4cb3897a6b3da2,0.3655583995710361,2.3666666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3104.0,11.0,16.942958433811313,40.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15560,client_fef1a8f436438636,content_795d339a14bb2f50,0.36552739062644535,1.7333333333333334,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4510.0,23.0,6.3775285347876185,58.0,LOW_CTR_HIGH_SEARCH_IMPR
15561,client_fef1a8f436438636,content_3c63e2a6003ebd4a,0.36552463658837975,1.9666666666666666,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1520.0,11.0,10.887347899946535,38.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
15562,client_ff644d8251367cbb,content_64be55d2ba6eb0e1,0.3655133361430468,1.5666666666666667,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2303.0,23.0,4.773877265112661,24.0,LOW_CTR_HIGH_SEARCH_IMPR
15563,client_73cda7b4e4f265ea,content_a2ebfe89d44ed4ff,0.36546005596971876,1.5,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,17130.0,17.0,1.1664656757590472,26.0,LOW_CTR_HIGH_SEARCH_IMPR
15564,client_23a62021009f63c4,content_fe1b909014fd279a,0.3654010717227389,2.5,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5462.0,22.0,14.016711415338811,69.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15565,client_fef1a8f436438636,content_f26fe3c2d9c2ec34,0.3653838034445497,1.4,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1289.0,10.0,6.347666985950222,14.0,LOW_CTR_HIGH_SEARCH_IMPR
15566,client_23a62021009f63c4,content_99eaa411f3b1b62f,0.3653623335258118,1.9666666666666666,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2706.0,72.0,8.18752306980459,173.0,STRIKING_DISTANCE_POS_8_20
15567,client_ff644d8251367cbb,content_7dbad76569861bf9,0.36534229382288885,1.4,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3535.0,13.0,5.126423037336815,27.0,LOW_CTR_HIGH_SEARCH_IMPR
15568,client_23a62021009f63c4,content_c6864dbb16729b19,0.3653212416827002,2.3333333333333335,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3558.0,15.0,13.656478503431746,76.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15569,client_23a62021009f63c4,content_f11cf5b5dfede22a,0.36528068658550006,1.9333333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1189.0,24.0,8.576066630000033,101.0,STRIKING_DISTANCE_POS_8_20
15570,client_23a62021009f63c4,content_c357b39f79f6ed04,0.36524664782489197,2.433333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3934.0,17.0,15.783014377299075,54.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15571,client_23a62021009f63c4,content_83f563d91c4d19f8,0.36522404622237475,1.7333333333333334,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2151.0,32.0,7.9006524136188245,71.0,LOW_CTR_HIGH_SEARCH_IMPR
15572,client_65de48885f4ef01b,content_99c427b3ceb4e110,0.3651991172833144,1.9,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4020.0,32.0,4.945028603172708,78.0,LOW_CTR_HIGH_SEARCH_IMPR
15573,client_23a62021009f63c4,content_956456746eba4e53,0.3651965747892785,2.5,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2448.0,17.0,13.174065699318449,89.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15574,client_23a62021009f63c4,content_b6b717cf86fb2385,0.36517246808914877,2.1666666666666665,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6729.0,97.0,9.143396892739812,235.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15575,client_2094c6eb080311d5,content_1c1a96e4fcc7b800,0.3651383743522313,1.8,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4458.0,37.0,4.118338541412671,95.0,LOW_CTR_HIGH_SEARCH_IMPR
15576,client_23a62021009f63c4,content_5c3ffc2fed274d67,0.3650768180532983,2.3666666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5605.0,22.0,12.696855117471152,131.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15577,client_fef1a8f436438636,content_bd9d0903240d6b78,0.3650342397566941,2.1,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,10580.0,18.0,9.808402415953275,62.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15578,client_e547b89c05043229,content_ae57e7deba458db3,0.3650263171880723,1.3666666666666667,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,7096.0,13.0,6.796645523137047,15.0,LOW_CTR_HIGH_SEARCH_IMPR
15579,client_fef1a8f436438636,content_a613f65499c7c4e7,0.3649617766425466,1.7666666666666666,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6104.0,12.0,8.960357484551857,21.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
15580,client_23a62021009f63c4,content_f05c596bbe068d87,0.36491339798059397,1.8666666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3479.0,44.0,8.029719428441537,160.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
15581,client_fef1a8f436438636,content_2cd4cba2d3bef7da,0.3649113821041798,2.033333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2854.0,16.0,9.607163126574624,62.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15582,client_23a62021009f63c4,content_643098c736297b6b,0.36490805377591007,2.3333333333333335,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1519.0,11.0,18.309167397108187,55.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15583,client_23a62021009f63c4,content_b31672d4f2b9f77f,0.3649069023723617,2.2,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2381.0,20.0,11.61174124378393,55.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
15584,client_e547b89c05043229,content_6e4a9726655898c9,0.3648919392100114,1.3333333333333333,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2482.0,13.0,4.847372586935809,14.0,LOW_CTR_HIGH_SEARCH_IMPR
15585,client_e547b89c05043229,content_5e4c45e7fc5b5192,0.36480691367060036,1.7,Lower-Priority / No Specific Review Signal,Lower-priority monitoring.,P3_Monitor,0.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,18170.0,47.0,4.130144193548801,48.0,LOW_CTR_HIGH_SEARCH_IMPR
15586,client_23a62021009f63c4,content_57bca4d8fceac1ea,0.36472333811192265,2.033333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P3_Monitor,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2409.0,26.0,9.87595894958497,137.0,STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
